bacru	x_{1} utters verbally/says/phonates/speaks [vocally makes sound] x_{2}.	- utter
dembi	x_{1} is a bean/pea/leguminous seed from plant [legume] x_{2}.	- bean
denci	x_{1} is a/the tooth [body-part] of x_{2}; (adjective:) x_{1} is dental.	- tooth
denmi	x_{1} is dense/concentrated/packed/intense in property x_{2} (ka) at location/locus x_{3}.	- dense
denpa	x_{1} awaits/waits/pauses for/until x_{2} at state x_{3} before starting/continuing x_{4} (activity/process).	- wait; pause
dertu	x_{1} is a quantity of/contains/is made of dirt/soil/earth/ground from source x_{2} of composition x_{3}.	- dirt
derxi	x_{1} is a heap/pile/stack/mound/hill of materials x_{2} at location x_{3}.	- heap
desku	x_{1} shakes/quakes/trembles/quivers/shudders/wobbles/vibrates from force x_{2}.	- shake
detri	x_{1} is the date [day,{week},{month},year] of event/state x_{2}, at location x_{3}, by calendar x_{4}.	- date
dicra	x_{1} (event) interrupts/stops/halts/[disrupts] x_{2} (object/event/process) due to quality x_{3}.	- interrupt; to disrupt
dikca	x_{1} is electricity [electric charge or current] in/on x_{2} of polarity/quantity x_{3} (def. negative).	- electric
diklo	x_{1} is local to x_{2}; x_{1} is confined to locus x_{2} within range x_{3}; x_{1} is regional	- regional<br>- local
dikni	x_{1} is regular/cyclical/periodic in property (ka)/activity x_{2} with period/interval x_{3}.	- regular
dilcu	x_{1} is a quotient of 'x_{2}/x_{3}' [dividend x_{2} divided by divisor x_{3}], leaving remainder x_{4}.	- quotient
dilnu	x_{1} is a cloud/mass of clouds of material x_{2} in air mass x_{3} at floor/base elevation x_{4}.	- cloud
dimna	x_{1} is a fate/destiny of x_{2}; [doom, curse are mabla-forms]; x_{2} is fated/predestined/doomed to x_{1}.	- fate
dinju	x_{1} is a building/edifice for purpose x_{2}.	- building
dinko	x_{1} is a nail/tack [pointed driven/frictional fastener] of type/size x_{2} (ka), made of material x_{3}.	- nail
dirba	x_{1} is dear/precious/darling to x_{2}; x_{1} is emotionally valued by x_{2}.	- dear
dirce	x_{1} radiates/emits x_{2} under conditions x_{3}.	- radiate
dirgo	x_{1} is a drop [small, cohesive shape] of material [liquid/vapor] x_{2} in surrounding material x_{3}.	- drop
dizlo	x_{1} is low/down/downward in frame of reference x_{2} as compared with baseline/standard height x_{3}.	- low
djacu	x_{1} is made of/contains/is a quantity/expanse of water; (adjective:) x_{1} is aqueous/[aquatic].	- water
djedi	x_{1} is x_{2} full days in duration (default is 1 day) by standard x_{3}; (adjective:) x_{1} is diurnal.	- full day
djica	x_{1} desires/wants/wishes x_{2} (event/state) for purpose x_{3}.	- desire
djine	x_{1} is a ring/annulus/torus/circle [shape/form] of material x_{2}, inside diam. x_{3}, outside diam. x_{4}.	- ring
djuno	x_{1} knows fact(s) x_{2} (du'u) about subject x_{3} by epistemology x_{4}.	- know
donri	x_{1} is the daytime of day x_{2} at location x_{3}; (adjective:) x_{1} is diurnal (vs. nocturnal).	- daytime
dotco	x_{1} reflects German/Germanic culture/nationality/language in aspect x_{2}.	- German; in general
draci	x_{1} is a drama/play about x_{2} [plot/theme/subject] by dramatist x_{3} for audience x_{4} with actors x_{5}.	- drama
drani	x_{1} is correct/proper/right/perfect in property/aspect x_{2} (ka) in situation x_{3} by standard x_{4}.	- correct; right, proper
drata	x_{1} isn't the-same-thing-as/is different-from/other-than x_{2} by standard x_{3}; x_{1} is something else.	- other
drudi	x_{1} is a roof/top/ceiling/lid of x_{2}.	- roof
dugri	x_{1} is the logarithm of x_{2} with base x_{3}.	- logarithm; mathematical
dukse	x_{1} is an excess of/too much of x_{2} by standard x_{3}.	- excess
dukti	x_{1} is polar opposite from/contrary to x_{2} in property/on scale x_{3} (property/si'o).	- opposite
dunda	x_{1} [donor] gives/donates gift/present x_{2} to recipient/beneficiary x_{3} [without payment/exchange].	- give
dunja	x_{1} freezes/jells/solidifies at temperature x_{2} and pressure x_{3}.	- freeze
dunku	x_{1} is anguished/distressed/emotionally wrought/stressed by x_{2}.	- anguish
dunli	x_{1} is equal/congruent to/as much as x_{2} in property/dimension/quantity x_{3}.	- equal
dunra	x_{1} is winter/wintertime [cold season] of year x_{2} at location x_{3}.	- winter
dzena	x_{1} is an elder/ancestor of x_{2} by bond/tie/degree x_{3}; x_{1}'s generation precedes x_{2}'s parents.	- elder<br>- ancestor
dzipo	x_{1} reflects Antarctican culture/nationality/geography in aspect x_{2}.	- Antarctican
facki	x_{1} discovers/finds out x_{2} (du'u) about subject/object x_{3}; x_{1} finds (fi) x_{3} (object).	- discover
fadni	x_{1} [member] is ordinary/common/typical/usual in property x_{2} (ka) among members of x_{3} (set).	- ordinary
fagri	x_{1} is a fire/flame in fuel x_{2} burning-in/reacting-with oxidizer x_{3} (default air/oxygen).	- fire
falnu	x_{1} is a sail for gathering propelling material x_{2} on vehicle/motor x_{3}.	- sail
famti	x_{1} is an aunt/uncle of x_{2} by bond/tie x_{3}; x_{1} is an associated member of x_{2}'s parent's generation.	- aunt or uncle
fancu	x_{1} is a function/single-valued mapping from domain x_{2} to range x_{3} defined by expression/rule x_{4}.	- function; mathematical
fange	x_{1} is foreign/alien/[exotic]/unfamiliar to x_{2} in property x_{3} (ka).	- alien; foreign<br>- foreign; exotic
fanmo	x_{1} is an end/finish/termination of thing/process x_{2}; [not necessarily implying completeness].	- end
fanri	x_{1} is a factory/foundry/industrial plant/mill producing x_{2} from materials x_{3}.	- factory
fanta	x_{1} prevents/keeps/stops/restrains/constrains event x_{2} from occurring.	- prevent<br>- block; prevent from happening
fanva	x_{1} translates text/utterance x_{2} to language x_{3} from language x_{4} with translation result x_{5}.	- translate
fanza	x_{1} (event) annoys/irritates/bothers/distracts x_{2}.	- annoy
fapro	x_{1} opposes/balances/contends against opponent(s) x_{2} (person/force ind./mass) about x_{3} (abstract).	- oppose
farlu	x_{1} falls/drops to x_{2} from x_{3} in gravity well/frame of reference x_{4}.	- fall
farna	x_{1} is the direction of x_{2} (object/event) from origin/in frame of reference x_{3}.	- direction
farvi	x_{1} develops/evolves towards/into x_{2} from x_{3} through stages x_{4}.	- develop; to change progressively
fasnu	x_{1} (event) is an event that happens/occurs/takes place; x_{1} is an incident/happening/occurrence.	- event
fatci	x_{1} (du'u) is a fact/reality/truth/actuality, in the absolute.	- actual; factual, not just apparent or even false<br>- fact
fatne	x_{1} [sequence] is in reverse order from x_{2} [sequence]; x_{1} (object) is inverted from x_{2} (object).	- reverse
fatri	x_{1} is distributed/allotted/allocated/shared among x_{2} with shares/portions x_{3}; (x_{2}/x_{3} fa'u).	- distribute
febvi	x_{1} boils/evaporates at temperature x_{2} and pressure x_{3}.	- boil
femti	x_{1} is 10^{-15} of x_{2} in dimension/aspect x_{3} (default is units).	- 1E-15
fendi	x_{1} (agent) divides/partitions/separates x_{2} into sections/parts/ind. x_{3} by method/partition x_{4}.	- divide
fengu	x_{1} is angry/mad at x_{2} for x_{3} (action/state/property).	- angry
fenki	x_{1} (action/event) is crazy/insane/mad/frantic/in a frenzy (one sense) by standard x_{2}.	- crazy
fenra	x_{1} is a crack/fissure/pass/cleft/ravine/chasm/[defect/flaw] [shape/form] in x_{2}.	- crack
fenso	x_{1} sews/stitches/sutures materials x_{2} (ind./set) together with tool(s) x_{3}, using filament x_{4}.	- sew
fepni	x_{1} is measured in kopeck/cent money-subunits as x_{2} [quantity], in monetary system x_{3}.	- cent
fepri	x_{1} is a/the lung [body-part] of x_{2}; [metaphor: breathing/respiratory apparatus/bellows].	- lung
ferti	x_{1} is fertile/conducive for supporting the growth/development of x_{2}; x_{1} is fruitful/prolific.	- fertile
festi	x_{1}(s) is/are waste product(s) [left to waste] by x_{2} (event/activity).	- waste
fetsi	x_{1} is a female/doe of species x_{2} evidencing feminine trait(s) x_{3} (ka); x_{1} is feminine.	- female
figre	x_{1} is a fig [fruit/tree] of species/strain x_{2}.	- fig
filso	x_{1} reflects Palestinian culture/nationality in aspect x_{2}.	- Palestinian
finpe	x_{1} is a fish of species x_{2} [metaphorical extension to sharks, non-fish aquatic vertebrates].	- fish; living being
finti	x_{1} invents/creates/composes/authors x_{2} for function/purpose x_{3} from existing elements/ideas x_{4}.	- compose; invent<br>- invent
flalu	x_{1} is a law specifying x_{2} (state/event) for community x_{3} under conditions x_{4} by lawgiver(s) x_{5}.	- law
flani	x_{1} is a flute/pipe/fife/recorder [flute-like/air-reed musical instrument].	- flute
flecu	x_{1} is a current/flow/river of/in x_{2} flowing in direction to/towards x_{3} from direction/source x_{4}.	- flow
fliba	x_{1} fails at doing x_{2} (state/event); x_{1} is a failure at its role in x_{2}.	- fail
flira	x_{1} is a/the face [head/body-part] of x_{2}; (adjective:) x_{1} is facial.	- face
foldi	x_{1} is a field [shape/form] of material x_{2}; x_{1} is a broad uniform expanse of x_{2}.	- field
fonmo	x_{1} is a quantity of foam/froth/suds of material x_{2}, with bubbles/vacuoles of material x_{3}.	- foam
fonxa	x_{1} is a telephone transceiver/modem attached to system/network x_{2}.	- telephone; device
forca	x_{1} is a fork/fork-type tool/utensil for purpose x_{2} with tines/prongs x_{3} on base/support x_{4}.	- fork
fraso	x_{1} reflects French/Gallic culture/nationality/language in aspect x_{2}.	- French
frati	x_{1} reacts/responds/answers with action x_{2} to stimulus x_{3} under conditions x_{4}; x_{1} is responsive.	- react<br>- treat; handle, deal with or behave towards in a specific way
fraxu	x_{1} forgives x_{2} for event/state/activity x_{3}.	- forgive
frica	x_{1} differs/is distinct from/contrasts with/is unlike x_{2} in property/dimension/quantity x_{3}.	- differ
friko	x_{1} reflects African culture/nationality/geography in aspect x_{2}.	- African
frili	x_{1} (action) is easy/simple/facile for x_{2} (agent) under conditions x_{3}; x_{2} does x_{1} freely/easily.	- facile<br>- easy
frinu	x_{1} is a fraction, with numerator x_{2}, denominator x_{3} (x_{2}/x_{3}).	- fraction
friti	x_{1} offers/proffers x_{2} [offering] to x_{3} with conditions x_{4}.	- offer
frumu	x_{1} frowns/grimaces (facial expression).	- frown
fukpi	x_{1} is a copy/replica/duplicate/clone of x_{2} in form/medium x_{3} made by method x_{4} (event).	- copy
fulta	x_{1} (passive) floats on/in fluid (gas/liquid) x_{2}; x_{1} is buoyant.	- float
funca	x_{1} (event/property) is determined by the luck/fortune of x_{2}; (note mabla/zabna not implied).	- luck
fusra	x_{1} rots/decays/ferments with decay/fermentation agent x_{2}; x_{1} is rotten/decayed/fermented.	- rotten
fuzme	x_{1} is responsible/accountable for x_{2} (action/resulting state) to judge/authority x_{3}.	- responsible
gacri	x_{1} is a cover/[lid/top] for covering/concealing/sheltering x_{2}.	- cover; object
gadri	x_{1} is an article/descriptor labelling description x_{2} (text) in language x_{3} with semantics x_{4}.	- article
galfi	x_{1} (event) modifies/alters/changes/transforms/converts x_{2} into x_{3}.	- modify
galtu	x_{1} is high/up/upward in frame of reference x_{2} as compared with baseline/standard height x_{3}.	- high
galxe	x_{1} is a/the throat/gullet [body-part] of x_{2}; [metaphor: narrow(ing) opening of a deep hole].	- throat
ganlo	x_{1} (portal/passage/entrance-way) is closed/shut/not open, preventing passage/access to x_{2} by x_{3} (something being blocked).	- closed
ganra	x_{1} is broad/wide in dimension x_{2} [2nd most significant dimension] by standard x_{3}.	- broad<br>- wide; having a large physical extent from side to side
ganse	x_{1} [observer] senses/detects/notices stimulus x_{2} (object/nu) by means x_{3} under conditions x_{4}.	- sense<br>- feel; become aware of through the skin<br>- perceive; to detect something, not limited to vision
ganti	x_{1} is a/the testes/ovary/testicle/scrotum/balls/gonad/stamen/pistil [body-part] of x_{2}, gender x_{3}.	- gonad
ganxo	x_{1} is a/the anus/anal orifice/asshole/arsehole [body-part] of x_{2}; [metaphor: exit, waste exit].	- anus<br>- asshole; anus
ganzu	x_{1} organizes x_{2} [relative chaos] into x_{3} [ordered/organized result] by system/principle(s) x_{4}.	- arrange; organize<br>- organize
gapci	x_{1} is gaseous/fumes/a gas/vapor of material/composition including x_{2}, under conditions x_{3}.	- gas
gapru	x_{1} is directly/vertically above/upwards-from x_{2} in gravity/frame of reference x_{3}.	- above
garna	x_{1} is a rail/railing/bar [tool] supporting/restraining x_{2}, of material x_{3}.	- rail; tool<br>- railing; tool<br>- bar; tool
gasnu	x_{1} [person/agent] is an agentive cause of event x_{2}; x_{1} does/brings about x_{2}.	- do; bring about<br>- bring about
gasta	x_{1} is a quantity of/is made of/contains steel of composition including x_{2}.	- steel
genja	x_{1} is a root [body-part] of plant/species x_{2}; [metaphor: immobile, supporting, nourishing].	- root; plant appendage
gento	x_{1} reflects Argentinian culture/nationality in aspect x_{2}.	- Argentinian
genxu	x_{1} is a hook/crook [shape/form] of material x_{2}.	- hook
gerku	x_{1} is a dog/canine/[bitch] of species/breed x_{2}.	- dog; animal<br>- canine; animal<br>- bitch; female dog
gerna	x_{1} is the grammar/rules/defining form of language x_{2} for structure/text x_{3}.	- grammar
gidva	x_{1} (person/object/event) guides/conducts/pilots/leads x_{2} (active participants) in/at x_{3} (event).	- lead; guide<br>- guide<br>- conduct; guide
gigdo	x_{1} is a billion [British milliard] [10^9] of x_{2} in dimension/aspect x_{3} (default is units).	- 1E9
ginka	x_{1} is a camp/encampment/temporary residence of x_{2} at location x_{3}.	- camp
girzu	x_{1} is group/cluster/team showing common property (ka) x_{2} due to set x_{3} linked by relations x_{4}.	- group
gismu	x_{1} is a (Lojban) root word expressing relation x_{2} among argument roles x_{3}, with affix(es) x_{4}.	- root word
glare	x_{1} is hot/[warm] by standard x_{2}.	- hot
gleki	x_{1} is happy/merry/glad/gleeful about x_{2} (event/state).	- happy
gletu	x_{1} copulates/fucks/mates/has coitus/sexual intercourse with x_{2}.	- fuck; copulate<br>- have sex with<br>- copulate<br>- have sexual intercourse with
glico	x_{1} is English/pertains to English-speaking culture in aspect x_{2}.	- English; culture
gluta	x_{1} is a mitten/glove [hand and lower arm garment] of material x_{2}.	- glove
gocti	x_{1} is 10^{-24} of x_{2} in dimension/aspect x_{3} (default is units).	- 1E-24
gotro	x_{1} is 10^{24} of x_{2} in dimension/aspect x_{3} (default is units).	- 1E24
gradu	x_{1} [magnitude] is a unit/degree of/on scale/reference standard x_{2} (si'o) measuring property x_{3}.	- degree; unit<br>- unit
grake	x_{1} is x_{2} gram(s) [metric unit] in mass (default is 1) by standard x_{3}.	- gram
grana	x_{1} is a rod/pole/staff/stick/cane [shape/form] of material x_{2}.	- rod; shape/form<br>- cane; shape/form<br>- stick; shape/form<br>- staff; shape/form<br>- pole; shape/form
grasu	x_{1} is a quantity of/is made of/contains grease/fat/oil from source x_{2}.	- fat; grease<br>- grease
greku	x_{1} is a frame/structure/skeleton/outline supporting/load-bearing/determining the form of x_{2}.	- frame; structural basis
grusi	x_{1} is gray [color adjective].	- gray
grute	x_{1} is a fruit [body-part] of species x_{2}.	- fruit
gubni	x_{1} is public/un-hidden/open/jointly available to/owned by all among community x_{2} (mass).	- public
gugde	x_{1} is the country of peoples x_{2} with land/territory x_{3}; (people/territory relationship).	- country
gundi	x_{1} is industry/industrial/systematic manufacturing activity producing x_{2} by process/means x_{3}.	- industry
gunka	x_{1} [person] labors/works on/at x_{2} [activity] with goal/objective x_{3}.	- work
gunma	x_{1} is a mass/team/aggregate/whole, together composed of components x_{2}, considered jointly.	- mass; aggregate<br>- jointly; partially specified
gunro	x_{1} rolls/trundles on/against surface x_{2} rotating on axis/axle x_{3}; x_{1} is a roller.	- roll; of an object
gunse	x_{1} is a goose/[gander] of species/breed x_{2}.	- goose
gunta	x_{1} (person/mass) attacks/invades/commits aggression upon victim x_{2} with goal/objective x_{3}.	- attack
gurni	x_{1} is grain/[British: corn]/cereal from plant/species x_{2}.	- grain
guska	x_{1} blade/scraper/erosive scrapes/erodes/abrades x_{2} from x_{3}.	- scrape
gusni	x_1 [energy] is light/illumination illuminating x_2 from light source x_3.	- light; illumination<br>- illumine
gusta	x_{1} is a restaurant/cafe/diner serving type-of-food x_{2} to audience x_{3}.	- restaurant
gutci	x_{1} is x_{2} (default 1) short local distance unit(s) [non-metric], standard x_{3}, x_{4} subunits.	- cubit
gutra	x_{1} is a/the womb/uterus [body-part] of x_{2}; [metaphor: nourishing, protective, giving birth].	- womb
guzme	x_{1} is a melon/squash [fruit/plant] of species/strain x_{2}.	- melon
jabre	x_{1} brakes/causes to slow motion/activity x_{2} with device/mechanism/principle x_{3}.	- brake
jadni	x_{1} (object) adorns/decorates x_{2}; x_{1} is an adornment/decoration of x_{2}; x_{2} is fancy/decorated.	- adorn<br>- ornament
jakne	x_{1} is a rocket [vehicle] propelled by jet expelling x_{2} carrying payload x_{3}.	- rocket
jalge	x_{1} (action/event/state) is a result/outcome/conclusion of antecedent x_{2} (event/state/process).	- result
jalna	x_{1} is a quantity of/contains/is made of starch from source x_{2} of composition including x_{3}.	- starch
jalra	x_{1} is a cockroach/orthopteran/termite of order/species/breed x_{2}.	- termite<br>- cockroach
jamfu	x_{1} is a/the foot [body-part] of x_{2}; [metaphor: lowest portion] (adjective:) x_{1} is pedal.	- foot
jamna	x_{1} (person/mass) wars against x_{2} over territory/matter x_{3}; x_{1} is at war with x_{2}.	- war
janbe	x_{1} is a bell/chime/[tuning fork] [tuned percussion instrument] producing sound/note x_{2}.	- bell
janco	x_{1} is a/the shoulder/hip/joint [body-part] attaching limb/extremity x_{2} to body x_{3}.	- shoulder
janli	x_{1} collides with/crashes/bumps/runs into x_{2}.	- collide
jansu	x_{1} is a diplomat/consul representing polity x_{2} in/at negotiation x_{3} for function/purpose x_{4}.	- diplomat
janta	x_{1} is an account/bill/invoice for goods/services x_{2}, billed to x_{3} by x_{4}.	- account<br>- bill; invoice
jarbu	x_{1} is a suburban area of city/metropolis x_{2}.	- suburb
jarco	x_{1} (agent) shows/exhibits/displays/[reveals]/demonstrates x_{2} (property) to audience x_{3}.	- show; someone something
jarki	x_{1} is narrow in dimension x_{2} [2nd most significant dimension] by standard x_{3}.	- narrow
jaspu	x_{1} is a passport issued to x_{2} (person) by authority x_{3} allowing x_{4} (activity).	- passport<br>- account; registry to a service<br>- permit; artifact or document rendering something allowed or legal
jatna	x_{1} is captain/commander/leader/in-charge/boss of vehicle/domain x_{2}.	- captain
javni	x_{1} is a rule prescribing/mandating/requiring x_{2} (event/state) within system/community x_{3}.	- term; regulation<br>- rule
jbama	x_{1} is a bomb/explosive device with explosive material/principle x_{2}.	- bomb
jbari	x_{1} is a berry (fruit/plant) of plant/species x_{2}.	- berry
jbena	x_{1} is born to x_{2} at time x_{3} [birthday] and place x_{4} [birthplace]; x_{1} is native to (fo) x_{4}.	- born
jbera	x_{1} (agent) borrows/temporarily takes/assumes x_{2} (object) from source x_{3} for interval x_{4}.	- borrow
jbini	x_{1} is between/among set of points/bounds/limits x_{2} (set)/amidst mass x_{2} in property x_{3} (ka).	- between
jdari	x_{1} is firm/hard/resistant/unyielding to force x_{2} under conditions x_{3}.	- hard; resistant to pressure<br>- firm
jdice	x_{1} (person) decides/makes decision x_{2} (du'u) about matter x_{3} (event/state).	- decide
jdika	x_{1} (experiencer) decreases/contracts/is reduced/diminished in property/quantity x_{2} by amount x_{3}.	- decrease
jdima	x_{1} [amount] is the price of x_{2} to purchaser/consumer x_{3} set by vendor x_{4}.	- cost; amount of money<br>- price; sum of money
jdini	x_{1} is money/currency issued by x_{2}; (adjective:) x_{1} is financial/monetary/pecuniary/fiscal.	- money
jduli	x_{1} is a quantity of jelly/semisolid [texture] of material/composition including x_{2}.	- jelly
jecta	x_{1} is a polity/state governing territory/domain x_{2}; [government/territory relationship].	- polity
jeftu	x_{1} is x_{2} weeks in duration (default is 1 week) by standard x_{3}.	- week
jegvo	x_{1} pertains to the common Judeo-Christian-Moslem (Abrahamic) culture/religion/nationality in aspect x_{2}.	undefined
jelca	x_{1} burns/[ignites/is flammable/inflammable] at temperature x_{2} in atmosphere x_{3}.	- burn
jemna	x_{1} is a gem/polished stone/pearl of type x_{2} from gemstone/material/source x_{3}.	- gem
jenca	x_{1} (event) shocks/stuns x_{2}.	- shock
jendu	x_{1} is an axle/spindle [tool] on which x_{2} rotates, of material/properties x_{3}.	- axle
jenmi	x_{1} (mass) is an army serving group/community x_{2} (mass) in function x_{3} (activity).	- army
jerna	x_{1} (agent/person) earns/[deserves/merits] wages/salary/pay x_{2} for work/service x_{3} (activity).	- earn<br>- merit; deserve<br>- deserve; merit
jersi	x_{1} chases/pursues/(physically) follows after x_{2}; volition is not implied for x_{1} or x_{2}.	- follow; go/come after in physical space<br>- chase
jerxo	x_{1} reflects Algerian culture/nationality in aspect x_{2}.	- Algerian
jesni	x_{1} is a needle [pointed shape/form, not tool] of material x_{2}.	- needle; shape
jetce	x_{1} is a jet [expelled stream] of material x_{2} expelled from x_{3}.	- jet
jetnu	x_{1} (du'u) is true/truth by standard/epistemology/metaphysics x_{2}.	- true<br>- truth
jgalu	x_{1} is a/the claw/nail/talon [body-part] of x_{2}; [metaphor: pointed, penetrating, physical weapon].	- claw
jganu	x_{1} is an angle [2-dimensional shape/form] from vertex x_{2} subtended by lateral [segment] x_{3}.	- angle
jgari	x_{1} grasps/holds/clutches/seizes/grips/[hugs] x_{2} with x_{3} (part of x_{1}) at locus x_{4} (part of x_{2}).	- hold; grasp<br>- grasp
jgena	x_{1} is a knot/tangle in/between x_{2} (object/jo'u-objects).	- knot
jgina	x_{1} is a gene of creature [or locus on creature] x_{2} determining trait/process x_{3}.	- gene
jgira	x_{1} (person) feels/has pride in/about x_{2} (abstraction).	- pride
jgita	x_{1} is guitar/violin/fiddle/harp [stringed musical instrument] with actuator/plectrum/bow x_{2}.	- guitar
jibni	x_{1} is near/close to/approximates x_{2} in property/quantity x_{3} (ka/ni).	- near
jibri	x_{1} is a job/occupation/employment/vocation (a type of work regularly done for pay) of person x_{2}.	- job
jicla	x_{1} (object, or event: force) stirs/mixes/[roils/agitates] fluid (gas/liquid) x_{2}.	- stir
jicmu	x_{1} is a basis/foundation/underlying or fundamental principle of x_{2}; x_{1} is at the bottom of x_{2}.	- basic; foundational<br>- principle; basis<br>- basis
jijnu	x_{1} (person) intuits x_{2} (du'u) about subject x_{3}; [epistemology].	- intuit
jikca	x_{1} interacts/behaves socially with x_{2}; x_{1} socializes with/is sociable towards x_{2}.	- social; being extroverted/outgoing<br>- socialize
jikru	x_{1} is made of/contains/is a quantity of liquor/spirits distilled from x_{2}.	- liquor
jilka	x_{1} is a quantity of/contains/is made of alkali/base of composition including x_{2}.	- alkali
jilra	x_{1} (person) is jealous of/envies x_{2} (person) about/for x_{3} (property - ka).	- jealous
jimca	x_{1} is a branch/bough/limb of x_{2}; x_{2} forks into branches x_{1}; [preferred over metaphorical birka].	- branch
jimpe	x_{1} understands/comprehends fact/truth x_{2} (du'u) about subject x_{3}; x_{1} understands (fi) x_{3}.	- understand
jimte	x_{1} is a limit/extreme/bound/border/[confinement] of x_{2} in property/domain x_{3}.	- limit
jinci	x_{1} is a pair of shears/scissors for cutting x_{2}.	- shears
jinga	x_{1} (person/team) wins/gains prize x_{2} from/over x_{3} [competitors/losers] in competition x_{4}.	- win
jinku	x_{1} is a vaccine/immune-system stimulant protecting x_{2} against disease x_{3} introduced by method x_{4}.	- vaccine
jinme	x_{1} is a quantity of/contains/is made of made of metal of composition including x_{2}.	- metal
jinru	x_{1} (object/person) is immersed/submerged/bathes in liquid x_{2}.	- submerged<br>- immersed
jinsa	x_{1} (object) is clean/pure of material/contaminant/dirt x_{2} by standard x_{3}.	- clean
jinto	x_{1} is a well/spring of fluid x_{2} at location x_{3}.	- well; source of water or other fluid
jinvi	x_{1} thinks/opines x_{2} [opinion] (du'u) is true about subject/issue x_{3} on grounds x_{4}.	- opine
jinzi	x_{1} (property - ka) is an innate/inherent/intrinsic/natural property/quality/aspect of x_{2}.	- innate<br>- proper; intrinsic
jipci	x_{1} is a chicken/[hen/cock/rooster]/small fowl [a type of bird] of species/breed x_{2}.	- chicken
jipno	x_{1} is a tip/point/vertex/extremity/end [0-dimension shape/form] on object x_{2} at locus x_{3}.	- tip
jirna	x_{1} is a/the horn [body-part] of x_{2}; [metaphor: pointed extremity].	- horn; body part
jisra	x_{1} is made of/contains/is a quantity of juice/nectar from-source/of-type x_{2}.	- juice
jitfa	x_{1} (du'u) is false/is an untruth by standard/epistemology/metaphysics x_{2}.	- false
jitro	x_{1} has control over/harnesses/manages/directs/conducts x_{2} in x_{3} (activity/event/performance).	- control
jivbu	x_{1} weaves x_{2} from material/[yarn] x_{3}.	- weave
jivna	x_{1} competes/vies with opponent x_{2} in contest/competition x_{3} (event) for gain x_{4}; x_{1} rivals x_{2}.	- compete
jmaji	x_{1} (mass/jo'u) gathers/collects at location x_{2} from locations x_{3} (mass/jo'u).	- gather
jmifa	x_{1} is a shoal [shallow hazard]/reef of material x_{2} in body of water x_{3}.	- reef<br>- shoal
jmina	x_{1} adds/combines x_{2} to/with x_{3}, with result x_{4}; x_{1} augments x_{2} by amount x_{3}.	- add
jmive	x_{1} lives/is alive by standard x_{2}; x_{1} is an organism/living thing.	- live; being capable of vital functions
jordo	x_{1} reflects Jordanian culture/nationality in aspect x_{2}.	- Jordanian
jorne	x_{1} is joined to/connects to/is united with x_{2} at common locus x_{3}; x_{1} and x_{2} are a union.	- joined
jubme	x_{1} is a table/flat solid upper surface of material x_{2}, supported by legs/base/pedestal x_{3}.	- table
judri	x_{1} is an address of/are coordinates of x_{2} in system x_{3}.	- address; broadest sense
jufra	x_{1} (text) is a sentence/statement about x_{2} [topic/subject/predicate/focus] in language x_{3}.	- sentence; statement
jukni	x_{1} is a spider/arachnid/crustacean/crab/lobster/non-insect arthropod of species/breed x_{2}.	undefined
jukpa	x_{1} cooks/prepares food-for-eating x_{2} by recipe/method x_{3} (process).	- cook
julne	x_{1} is a net/filter allowing passage of x_{2}, prohibiting passage of x_{3}, netting properties x_{4}.	- net<br>- block; prevent from passing
jundi	x_{1} is attentive towards/attends/tends/pays attention to object/affair x_{2}.	- mind; pay attention to<br>- attentive<br>- follow; keep track of some event/person<br>- attend; pay attention to
jungo	x_{1} reflects Chinese [Mandarin, Cantonese, Wu, etc.] culture/nationality/language in aspect x_{2}.	- Chinese
junla	x_{1} is clock/watch/timer measuring time units x_{2} to precision x_{3} with timing mechanism/method x_{4}.	- clock
junri	x_{1} (person) is serious/earnest/has gravity about x_{2} (event/state/activity).	- serious
junta	x_{1} is the weight of object x_{2} in [gravitational or other force] field x_{3}.	- weight; any units
jurme	x_{1} is a bacterium/germ/microbe/protozoan/amoeba [1-celled life] of species/defining property x_{2}.	- germ<br>- microbe<br>- bacterium<br>- bacteria<br>- microorganism
jursa	x_{1} (event/action/state) is severe/harsh to x_{2} [victim/experiencer].	- severe
jutsi	x_{1} is a species of genus x_{2}, family x_{3}, etc.; [open-ended tree-structure categorization].	- species
juxre	x_{1} (action) is clumsy/awkward by standard x_{2}.	- clumsy
jvinu	x_{1} is the view/scene/panorama/sight/prospect of x_{2} (object/location) from point-of-view x_{3}.	- view; sight<br>- scene; landscape<br>- sight; view
kabri	x_{1} is a cup/glass/tumbler/mug/vessel/[bowl] containing contents x_{2}, and of material x_{3}.	- cup
kacma	x_{1} is a camera/photographic equipment recording illumination type x_{2} images to medium x_{3}.	- camera
kadno	x_{1} reflects Canadian culture/nationality in aspect x_{2}.	- Canadian
kafke	x_{1} coughs/farts/burps up/out x_{2} [predominantly gaseous] from orifice x_{3}.	- cough
kagni	x_{1} is a company/corporation/firm/partnership chartered by authority x_{2} for purpose x_{3}.	- company
kajde	x_{1} (event/experience) warns/cautions x_{2} (person) of/about danger x_{3} (event/state/property).	- warn
kajna	x_{1} is a shelf/counter/bar in/on/attached to supporting object x_{2}, for purpose x_{3}.	- shelf
kakne	x_{1} is able to do/be/capable of doing/being x_{2} (event/state) under conditions x_{3} (event/state).	- able
